tt,lat,lon,alt,roll,pitch,yaw,ins_tt,ins_lat,ins_lon,ins_alt,ins_roll,ins_pitch,ins_yaw,mag_1_c
63.0,39.22002907780148,-95.32023644034147,306.0,0.06723503000052566,-0.7856478804756087,-71.98454023701309,63.0,39.22003354065133,-95.32023465353623,293.7448690367232,0.06943090148941686,-0.7796558439152124,-71.97316458445778,-193.2029001539734
64.0,39.22103222867399,-95.31703545395868,306.0,0.07527748839190321,-0.9475935435467241,-72.11231495560651,64.0,39.221036331619686,-95.3170329444045,293.47836108589206,0.07750904232242548,-0.9415980207828498,-72.10097777077874,-195.3222590490672
65.0,39.22203719971403,-95.31383349903301,306.0,0.020605780259839095,-0.9711799516364767,-72.14621017632707,65.0,39.22204093992018,-95.3138302539138,293.2113973203283,0.02278177526555418,-0.9651059862150404,-72.13489898186057,-197.77467759652782
66.0,39.22304398354321,-95.31063055102642,306.0,-0.014115943242798147,-0.5472186066793994,-72.14166162358808,66.0,39.22304735667894,-95.31062655391786,292.9448428992171,-0.01191196259625028,-0.5411374250871309,-72.13032175169366,-200.52684827688708
67.0,39.22405257258828,-95.30742658557995,306.0,0.032574807484856104,-0.5934736727675909,-72.33112930209734,67.0,39.224055577655754,-95.3074218232533,292.67986249310655,0.034725276545569596,-0.5873985325099425,-72.31977520094263,-203.5332652956912
68.0,39.225062959178366,-95.30422157859309,306.0,0.2171527402664753,-0.7465059203486051,-72.3405741197015,68.0,39.22506559430402,-95.30421603712092,292.4160791092756,0.2192843264723492,-0.7404804972037725,-72.3292210958499,-206.76205640222994
69.0,39.22607513563789,-95.30101550623291,306.0,0.07391834186643446,-0.7159391252124029,-72.29060739630569,69.0,39.22607739477058,-95.30100917369782,292.1524902670196,0.07604809414256956,-0.7098486939660372,-72.27926016821579,-210.21795375240012
70.0,39.22708909436399,-95.29780834492233,306.0,-0.08190531577427741,-0.5836283102194961,-72.00437199243521,70.0,39.22709097532365,-95.29780121158339,291.8903350403197,-0.0797087068138391,-0.5775541678016769,-71.99301709338349,-214.23899100284436
71.0,39.22810482783378,-95.29460007132788,306.0,-0.3917711593724993,-0.19381090229386724,-71.90966557459241,71.0,39.22810632582779,-95.29459212305966,291.6294681793085,-0.3895456496976643,-0.18773734764001473,-71.89834951804065,-218.62911985490038
72.0,39.22912232855199,-95.29139066230275,306.0,-0.6542370965715302,-0.4142962619418176,-71.82353418813855,72.0,39.229123445263404,-95.29138188723422,291.36902606234133,-0.6520870399158167,-0.40823310130125023,-71.81220530992246,-223.22974622960265
